47|2|1991|2|12|30|
4|2|1991|2|12|78|
5|2|1991|2|12|68|
6|2|1991|2|12|60|
7|2|1991|2|12|79|
8|2|1991|2|12|114|
9|2|1991|2|12|63|
10|2|1991|2|12|60|
11|2|1991|2|12|59|
12|2|1991|2|12|75|
13|2|1991|2|12|37|
58|2|1991|2|12|18|
14|2|1991|2|12|8|
15|2|1991|2|12|1|
16|2|1991|2|12|19|
17|2|1991|2|12|38|
63|2|1991|2|12|69|
19|2|1991|2|12|60|
20|2|1991|2|12|41|
21|2|1991|2|12|93|
258|2|1991|2|12|79|
126|2|1991|2|12|75|
22|2|1991|2|12|12|
23|2|1991|2|12|9|
24|2|1991|2|12|24|
25|2|1991|2|12|12|
69|2|1991|2|12|24|
70|2|1991|2|12|48|
71|2|1991|2|12|21|
72|2|1991|2|12|21|
26|2|1991|2|12|57|
73|2|1991|2|12|92|
27|2|1991|2|12|76|
28|2|1991|2|12|0|
29|2|1991|2|12|15|
77|2|1991|2|12|4|
78|2|1991|2|12|15|
79|2|1991|2|12|31|
80|2|1991|2|12|40|
81|2|1991|2|12|115|
82|2|1991|2|12|89|
83|2|1991|2|12|27|
84|2|1991|2|12|51|
85|2|1991|2|12|56|
86|2|1991|2|12|37|
87|2|1991|2|12|33|
88|2|1991|2|12|37|
31|2|1991|2|12|51|
32|2|1991|2|12|62|
91|2|1991|2|12|33|
92|2|1991|2|12|74|
33|2|1991|2|12|69|
34|2|1991|2|12|44|
35|2|1991|2|12|86|
36|2|1991|2|12|44|
37|2|1991|2|12|42|
38|2|1991|2|12|6|
39|2|1991|2|12|2|
162|2|1991|2|12|42|
40|2|1991|2|12|74|
100|2|1991|2|12|61|
101|2|1991|2|12|63|
41|2|1991|2|12|34|
42|2|1991|2|12|56|
43|2|1991|2|12|160|
44|2|1991|2|12|61|
45|2|1991|2|12|100|
46|2|1991|2|12|27|
