47|2|1991|2|13|30|
4|2|1991|2|13|78|
5|2|1991|2|13|68|
6|2|1991|2|13|60|
7|2|1991|2|13|79|
8|2|1991|2|13|114|
9|2|1991|2|13|63|
10|2|1991|2|13|60|
11|2|1991|2|13|59|
12|2|1991|2|13|75|
13|2|1991|2|13|37|
58|2|1991|2|13|18|
14|2|1991|2|13|8|
15|2|1991|2|13|1|
16|2|1991|2|13|19|
17|2|1991|2|13|38|
63|2|1991|2|13|69|
19|2|1991|2|13|60|
20|2|1991|2|13|41|
21|2|1991|2|13|93|
258|2|1991|2|13|79|
126|2|1991|2|13|75|
22|2|1991|2|13|12|
23|2|1991|2|13|9|
24|2|1991|2|13|24|
25|2|1991|2|13|12|
69|2|1991|2|13|24|
70|2|1991|2|13|48|
71|2|1991|2|13|21|
72|2|1991|2|13|21|
26|2|1991|2|13|57|
73|2|1991|2|13|92|
27|2|1991|2|13|76|
28|2|1991|2|13|0|
29|2|1991|2|13|15|
77|2|1991|2|13|4|
78|2|1991|2|13|15|
79|2|1991|2|13|31|
80|2|1991|2|13|40|
81|2|1991|2|13|115|
82|2|1991|2|13|89|
83|2|1991|2|13|27|
84|2|1991|2|13|51|
85|2|1991|2|13|56|
86|2|1991|2|13|37|
87|2|1991|2|13|33|
88|2|1991|2|13|37|
31|2|1991|2|13|51|
32|2|1991|2|13|62|
91|2|1991|2|13|33|
92|2|1991|2|13|74|
33|2|1991|2|13|69|
34|2|1991|2|13|44|
35|2|1991|2|13|86|
36|2|1991|2|13|44|
37|2|1991|2|13|42|
38|2|1991|2|13|6|
39|2|1991|2|13|2|
162|2|1991|2|13|42|
40|2|1991|2|13|74|
100|2|1991|2|13|61|
101|2|1991|2|13|63|
41|2|1991|2|13|34|
42|2|1991|2|13|56|
43|2|1991|2|13|160|
44|2|1991|2|13|61|
45|2|1991|2|13|100|
46|2|1991|2|13|27|
