mensual||01/02/1972|01|02|1972|08:30
mensual||01/03/1972|01|03|1972|08:30
mensual||01/04/1972|01|04|1972|08:30
mensual||01/05/1972|01|05|1972|08:30
mensual||01/06/1972|01|06|1972|08:30
mensual||01/07/1972|01|07|1972|08:30
mensual||01/08/1972|01|08|1972|08:30
mensual||01/09/1972|01|09|1972|08:30
mensual||01/010/1972|01|010|1972|08:30
mensual||01/11/1972|01|11|1972|08:30
mensual||01/01/1973|01|01|1973|08:30
mensual||01/02/1973|01|02|1973|08:30
mensual||01/03/1973|01|03|1973|08:30
mensual||01/04/1973|01|04|1973|08:30
mensual||01/06/1973|01|06|1973|08:30
mensual||01/07/1973|01|07|1973|08:30
mensual||01/08/1973|01|08|1973|08:30
mensual||01/09/1973|01|09|1973|08:30
mensual||01/12/1973|01|12|1973|08:30
mensual||01/01/1974|01|01|1974|08:30
mensual||01/02/1974|01|02|1974|08:30
mensual||01/03/1974|01|03|1974|08:30
mensual||01/09/1974|01|09|1974|08:30
mensual||01/11/1974|01|11|1974|08:30
mensual||01/12/1974|01|12|1974|08:30
mensual||01/01/1975|01|01|1975|08:30
mensual||01/02/1976|01|02|1976|08:30
mensual||01/03/1976|01|03|1976|08:30
mensual||01/04/1976|01|04|1976|08:30
mensual||01/08/1976|01|08|1976|08:30
mensual||01/09/1976|01|09|1976|08:30
mensual||01/010/1976|01|010|1976|08:30
mensual||01/11/1976|01|11|1976|08:30
mensual||01/12/1976|01|12|1976|08:30
mensual||01/01/1977|01|01|1977|08:30
mensual||01/02/1977|01|02|1977|08:30
mensual||01/04/1977|01|04|1977|08:30
mensual||01/07/1977|01|07|1977|08:30
mensual||01/08/1977|01|08|1977|08:30
mensual||01/09/1977|01|09|1977|08:30
mensual||01/010/1977|01|010|1977|08:30
mensual||01/11/1977|01|11|1977|08:30
mensual||01/12/1977|01|12|1977|08:30
