47|2|1991|2|8|17|
4|2|1991|2|8|59|
5|2|1991|2|8|27|
6|2|1991|2|8|30|
7|2|1991|2|8|48|
8|2|1991|2|8|70|
9|2|1991|2|8|23|
10|2|1991|2|8|51|
11|2|1991|2|8|21|
12|2|1991|2|8|28|
13|2|1991|2|8|28|
58|2|1991|2|8|15|
14|2|1991|2|8|7|
15|2|1991|2|8|1|
16|2|1991|2|8|14|
17|2|1991|2|8|24|
63|2|1991|2|8|35|
20|2|1991|2|8|40|
22|2|1991|2|8|8|
23|2|1991|2|8|5|
24|2|1991|2|8|13|
25|2|1991|2|8|7|
69|2|1991|2|8|13|
70|2|1991|2|8|40|
71|2|1991|2|8|20|
72|2|1991|2|8|20|
73|2|1991|2|8|30|
27|2|1991|2|8|48|
28|2|1991|2|8|0|
29|2|1991|2|8|13|
77|2|1991|2|8|4|
78|2|1991|2|8|14|
79|2|1991|2|8|14|
80|2|1991|2|8|28|
81|2|1991|2|8|31|
82|2|1991|2|8|40|
83|2|1991|2|8|23|
84|2|1991|2|8|30|
85|2|1991|2|8|48|
86|2|1991|2|8|16|
87|2|1991|2|8|30|
88|2|1991|2|8|24|
31|2|1991|2|8|25|
32|2|1991|2|8|24|
91|2|1991|2|8|27|
92|2|1991|2|8|62|
33|2|1991|2|8|65|
34|2|1991|2|8|44|
35|2|1991|2|8|50|
37|2|1991|2|8|31|
38|2|1991|2|8|6|
39|2|1991|2|8|2|
40|2|1991|2|8|20|
100|2|1991|2|8|42|
101|2|1991|2|8|30|
41|2|1991|2|8|28|
42|2|1991|2|8|50|
43|2|1991|2|8|36|
44|2|1991|2|8|45|
45|2|1991|2|8|38|
46|2|1991|2|8|19|
