47|2|1991|2|10|29|
4|2|1991|2|10|71|
5|2|1991|2|10|53|
6|2|1991|2|10|35|
7|2|1991|2|10|73|
8|2|1991|2|10|101|
9|2|1991|2|10|43|
10|2|1991|2|10|57|
11|2|1991|2|10|38|
12|2|1991|2|10|41|
13|2|1991|2|10|29|
58|2|1991|2|10|17|
14|2|1991|2|10|7|
15|2|1991|2|10|1|
16|2|1991|2|10|15|
17|2|1991|2|10|26|
63|2|1991|2|10|52|
20|2|1991|2|10|41|
126|2|1991|2|10|54|
22|2|1991|2|10|12|
23|2|1991|2|10|8|
24|2|1991|2|10|24|
25|2|1991|2|10|11|
69|2|1991|2|10|19|
70|2|1991|2|10|46|
71|2|1991|2|10|20|
72|2|1991|2|10|20|
26|2|1991|2|10|57|
73|2|1991|2|10|59|
27|2|1991|2|10|64|
28|2|1991|2|10|0|
29|2|1991|2|10|15|
77|2|1991|2|10|4|
78|2|1991|2|10|15|
79|2|1991|2|10|26|
80|2|1991|2|10|32|
81|2|1991|2|10|67|
82|2|1991|2|10|63|
83|2|1991|2|10|23|
84|2|1991|2|10|44|
85|2|1991|2|10|55|
86|2|1991|2|10|25|
87|2|1991|2|10|33|
88|2|1991|2|10|35|
31|2|1991|2|10|31|
32|2|1991|2|10|40|
91|2|1991|2|10|32|
92|2|1991|2|10|74|
33|2|1991|2|10|68|
34|2|1991|2|10|44|
35|2|1991|2|10|64|
37|2|1991|2|10|33|
38|2|1991|2|10|6|
39|2|1991|2|10|2|
162|2|1991|2|10|40|
40|2|1991|2|10|33|
100|2|1991|2|10|57|
101|2|1991|2|10|33|
41|2|1991|2|10|30|
42|2|1991|2|10|56|
43|2|1991|2|10|81|
44|2|1991|2|10|51|
45|2|1991|2|10|63|
46|2|1991|2|10|27|
